Description,Revenue,Cumulative_%,ABC_Category
KIDS CUTLERY DOLLY GIRL ,149.4,99.6910358750147,C - Low
KIDS CUTLERY SPACEBOY ,149.4,99.69178938667226,C - Low
FLOWER FAIRY SUMMER BOUQUET SACHET,149.1,99.6925413852542,C - Low
MURANO STYLE GLASS BRACELET PINK,148.87,99.69329222381151,C - Low
TUSCAN VILLA BIRD FEEDER,148.63,99.69404185190831,C - Low
A4 WALL TIDY BLUE OFFICE,148.01000000000002,99.69478835298217,C - Low
REDWHITE STRIPE SCANDINAVIAN HEART ,147.64000000000001,99.69553298792945,C - Low
DOT MATRIX CANVAS ART PICTURE,147.05,99.69627464716135,C - Low
MURANO STYLE GLASS BRACELET GOLD,146.75,99.69701479331762,C - Low
FLAMES SUNGLASSES PINK LENSES,146.10999999999999,99.69775171157923,C - Low
SPACE BOY CHILDRENS CUP,145.76,99.69848686458597,C - Low
SILVER/BLACK PENDANT ORBIT NECKLACE,144.07,99.69921349393339,C - Low
BLACK CHRISTMAS FLOCK DROPLET ,144.07,99.69994012328081,C - Low
"FLOWER GLASS GARLAND NECKL.36""GREEN",143.1,99.70066186035041,C - Low
NUMBER TILE COTTAGE GARDEN 8,143.02,99.70138319393315,C - Low
NUMBER TILE VINTAGE FONT 8,143.0,99.70210442664421,C - Low
DOGGY RUBBER,142.74,99.70282434802306,C - Low
BLUE TRAVEL FIRST AID KIT,141.76,99.70353932668823,C - Low
PINK ENAMEL FLOWER HAIR TIE,141.49,99.70425294358533,C - Low
LARGE STRAWBERRY CHOCOLATE CANDLE,141.23,99.70496524915023,C - Low
PINK GREEN EMBROIDERY COSMETIC BAG,140.4,99.70567336853925,C - Low
SILVER ROCOCO CANDELABRA,140.23,99.70638063051878,C - Low
JET BLACK LAS VEGAS BRACELET ROUND,140.07,99.70708708552462,C - Low
SEAGRASS S/3 SQU LAUNDRY BOX,139.95,99.70779293530022,C - Low
"LETTER ""M"" BLING KEY RING",139.82,99.70849812940973,C - Low
SET OF 36 PANTRY PAPER DOILIES,139.78,99.70920312177583,C - Low
"NUMBER TILE COTTAGE GARDEN, 1",139.69,99.70990766021923,C - Low
METAL HERB GERDEN CONTAINER,139.68,99.71061214822677,C - Low
EDWARDIAN DROP EARRINGS JET BLACK,139.67,99.71131658579849,C - Low
CAROUSEL CHILDRENS OVERALL,139.56,99.71202046857577,C - Low
PINK FLOCK GLASS CANDLEHOLDER,139.54,99.71272425048137,C - Low
5 STRAND GLASS NECKLACE BLACK,139.5,99.71342783064354,C - Low
VINTAGE ZINC WATERING CAN,139.39999999999998,99.71413090644717,C - Low
"LETTER ""E"" BLING KEY RING",139.28,99.71483337702057,C - Low
5 STRAND GLASS NECKLACE AMBER,139.28,99.71553584759397,C - Low
HEART MEASURING SPOONS LARGE,138.59999999999997,99.7162348885293,C - Low
SET 4 PICNIC CUTLERY CHERRY ,138.45,99.71693317292682,C - Low
 BROWN  PIRATE TREASURE CHEST ,138.22,99.71763029729969,C - Low
F FAIRY POTPOURRI CUSHIONS LAVENDER,137.54000000000002,99.7183239920345,C - Low
"ACRYLIC JEWEL ANGEL,PINK",137.43,99.71901713197491,C - Low
RESIN BRACELET W PASTEL BEADS,137.37,99.71970996930021,C - Low
CAROUSEL PONIES BABY BIB,137.27,99.72040230226695,C - Low
CROCHET WHITE RABBIT KEYRING ,137.26999999999998,99.72109463523371,C - Low
SAMPLES,136.85,99.7217848498946,C - Low
SILVER OVAL JEWELLED MIRROR,136.85,99.72247506455551,C - Low
BIG POLKADOT MUG,136.76,99.72316482529371,C - Low
"HANGING FLOWERS+MIRROR,PINK",136.44,99.7238529720846,C - Low
SILVER/NATURAL SHELL NECKLACE,136.17000000000002,99.72453975710744,C - Low
NEW BAROQUE B'FLY NECKLACE MONTANA,135.98,99.72522558384902,C - Low
ROSE DU SUD CHILDRENS APRON,135.93,99.72591115841136,C - Low
SILVER LARIAT BLACK STONE EARRINGS,135.84,99.72659627905101,C - Low
GLASS AND PAINTED BEADS BRACELET TO,135.8,99.72728119794724,C - Low
DROP DIAMANTE EARRINGS PURPLE,135.76000000000002,99.72796591510004,C - Low
ORIGAMI ROSE INCENSE+FLOWER,135.70000000000002,99.72865032963773,C - Low
DOLPHIN WINDMILL,135.68,99.72933464330372,C - Low
PAIR OF PINK FLOWER CLUSTER SLIDE,135.24,99.73001673779211,C - Low
FLOWER BURST SILVER RING OPAL,135.0,99.73069762182003,C - Low
COLUMBIAN  CUBE CANDLE ,134.85,99.73137774931014,C - Low
CLEAR STATIONERY BOX SET ,134.5,99.73205611154536,C - Low
JACOBS LADDER SMALL,134.08,99.73273235547471,C - Low
"GARLAND , WOODEN  "" HAPPY EASTER""",133.89,99.73340764112284,C - Low
YELLOW VW BEETLE CERAMIC MONEY BOX,133.85000000000002,99.73408272502756,C - Low
PINK FEATHER CHRISTMAS DECORATION,133.23,99.73475468190934,C - Low
GREEN CHENILLE SHAGGY RUG,132.75,99.73542421787012,C - Low
GOLD/AMBER DROP EARRINGS W LEAF,132.58,99.73609289642137,C - Low
PINK COMBO MINI CRYSTALS NECKLACE,132.52,99.73676127235751,C - Low
GREEN METAL BOX TOP SECRET,132.0,99.73742702562924,C - Low
SMALL JEWELLERY STAND,132.0,99.73809277890099,C - Low
FOLDING SHOE TIDY,132.0,99.73875853217272,C - Low
FILIGREE DIAMANTE EARRINGS,131.74,99.73942297411226,C - Low
WHITE ROSEBUD  PEARL EARRINGS,131.65,99.7400869621291,C - Low
PINK STOCKING CHRISTMAS DECORATION,131.38,99.74074958837788,C - Low
WHITE FRANGIPANI NECKLACE,131.16,99.7414111050379,C - Low
WHITE ROSE C/COVER,130.9,99.7420713103657,C - Low
NUMBER TILE VINTAGE FONT 9 ,130.82999999999998,99.74273116264251,C - Low
FUNKY GIRL ADDRESS BOOK,130.71,99.7433904096891,C - Low
3D SHEET OF SEA WORLD STICKERS,130.09,99.74404652971273,C - Low
FLOWERS WALL THERMOMETER,130.04999999999998,99.74470244799298,C - Low
VINTAGE NOTEBOOK RED ROSE,129.8,99.74535710537685,C - Low
NECKLACE+BRACELET SET BLUE HIBISCUS,129.69,99.74601120796633,C - Low
SILVER/CRYSTAL DROP EARRINGS W LEAF,129.59,99.74666480619729,C - Low
GROOVY CACTUS INFLATABLE,129.29,99.7473168913526,C - Low
NATURAL RIVIERA HANDBAG,128.83,99.74796665645864,C - Low
AMBER GLASS/SHELL/PEARL NECKLACE,128.64,99.74861546328346,C - Low
"BREAD BIN, DINER STYLE, PINK",127.6,99.74925902477948,C - Low
"GREETING CARD, OVERCROWDED POOL.",127.56,99.74990238453208,C - Low
BLACK 3 TIER GLASS PLATE STAND,127.5,99.75054544166954,C - Low
NEW BAROQUE B'FLY NECKLACE PINK,127.5,99.75118849880702,C - Low
S/6 PAPER BOXES CURIOUS IMAGES ,127.2,99.75183004286889,C - Low
FUNKY MONKEY GIFT BAG SMALL,126.82999999999998,99.75246972080413,C - Low
SET 4 PICNIC CUTLERY FONDANT,126.75,99.75310899525256,C - Low
GLASS SONGBIRD STORAGE JAR,126.7,99.75374801752172,C - Low
LA STREGA CANVAS PICTURE ,126.29999999999998,99.75438502235673,C - Low
GLASS BONBON JAR. D'AMANDES,126.25,99.75502177501247,C - Low
Dotcomgiftshop Gift Voucher £10.00,126.21,99.75565832592478,C - Low
BUTTERFLY HAIR BAND,126.11999999999999,99.75629442291442,C - Low
BLUE BLOSSOM HAIR CLIP,125.83000000000001,99.75692905726429,C - Low
SNACK TRAY RED GINGHAM,125.72,99.75756313681975,C - Low
WHITE/PINK MINI CRYSTALS NECKLACE,125.64,99.7581968128884,C - Low
SCOTTIES DESIGN CHILD'S OVERALL,125.60000000000001,99.75883028721364,C - Low
LARGE JEWELLERY STAND,125.0,99.75946073538763,C - Low
PINK BAROQUE FLOCK CANDLE HOLDER,124.83,99.76009032615211,C - Low
FLOWER BURST SILVER RING MIDN'T BLU,124.38,99.76071764730315,C - Low
ANT SILVER FUSCHIA BOUDICCA RING,123.90000000000002,99.7613425475332,C - Low
PINK HORSE SOCK PUPPET KIT,123.9,99.76196744776327,C - Low
"GLASS JAR, KINGS CHOICE SOAP",123.9,99.76259234799332,C - Low
2 DAISIES HAIR COMB,123.76,99.76321654212144,C - Low
ROSE FLOWER CANDLE+INCENSE 16X16CM,123.75,99.76384068581369,C - Low
BREAD BIN DINER STYLE BLACK,123.6,99.76446407296814,C - Low
GOLD FLOWER CUSHION COVER ,123.6,99.76508746012259,C - Low
WOODLAND LARGE BLUE FELT HEART,123.47,99.76571019161094,C - Low
SET OF 3 MINI HANGING PORTRAITS,123.2,99.76633156133123,C - Low
LARGE PARLOUR FRAME,122.85,99.76695116579663,C - Low
"POCKET MIRROR ""GLAMOROUS""",122.57,99.76756935805813,C - Low
PINK FLOWER HANGING HEART ,122.46,99.76818699552523,C - Low
MOSAIC CANDLE DISH BLUE PURPLE,122.39999999999999,99.7688043303772,C - Low
 CAMPHOR WOOD PORTOBELLO MUSHROOM,122.36,99.76942146348576,C - Low
LARGE CRYSTAL DIAMANTE HAIRSLIDE,122.31,99.77003834441504,C - Low
PINK FEATHERS CURTAIN,121.53,99.77065129134772,C - Low
MOSAIC GLASS BALL CANDLEHOLDER,121.25,99.7712628260765,C - Low
GLOW IN DARK DOLPHINS,121.08,99.77187350339575,C - Low
MAGIC SLATE BUNNIES AT HOME ,120.96000000000001,99.77248357548476,C - Low
MAGIC SLATE SPACEBOY ,120.96000000000001,99.77309364757379,C - Low
MAGIC SLATE FIDO,120.96000000000001,99.7737037196628,C - Low
GREEN PAIR HEART HAIR SLIDES,120.31,99.7743105134213,C - Low
FAIRY CAKES PHOTO FRAME,120.13,99.77491639933443,C - Low
VINTAGE ZINC PLANTER  ,120.08000000000001,99.77552203306828,C - Low
NEW ENGLAND PLACEMATS,120.0,99.77612726331532,C - Low
GIFT BAG LARGE SPOT ,120.0,99.77673249356235,C - Low
LUNCH BAG VINTAGE DOILEY ,119.63,99.77733585768279,C - Low
BLUE METAL WALL SHELF,119.39999999999999,99.77793806177858,C - Low
PINK BABY GIRLS PHOTO ALBUM,119.39000000000001,99.77854021543853,C - Low
SET/2 BLUE  NOODLE BASKETS,118.95,99.77914014992089,C - Low
SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,99.77974008440327,C - Low
FOLDING MIRROR HOT PINK ,118.91999999999999,99.78033986757808,C - Low
CHILDRENS SPACEBOY MUG,118.79999999999998,99.78093904552266,C - Low
SILVER BLACK ORBIT DROP EARRINGS,118.51,99.78153676082746,C - Low
PINK FLUFFY CHRISTMAS DECORATION,118.43,99.78213407264543,C - Low
BOX OF 6 PEBBLE CANDLES,118.39,99.78273118271998,C - Low
FLOWER BROOCH 4 ASSORTED COLOURS,118.24000000000001,99.78332753625672,C - Low
"NUMBER TILE COTTAGE GARDEN, 9",117.30999999999999,99.78391919925905,C - Low
"HANGING FLOWERS+MIRROR,CLEAR",117.05,99.78450955092917,C - Low
NUMBER TILE VINTAGE FONT 0,117.04,99.78509985216346,C - Low
PRICE'S CANDLE PEACH,116.5,99.78568742986161,C - Low
RED PURSE WITH PINK HEART,116.4,99.78627450320123,C - Low
BLACK MEDIUM GLASS CAKE STAND,115.86,99.78685885300473,C - Low
VINTAGE NOTEBOOK PINK FLOWER,115.05000000000001,99.78743911750408,C - Low
ZINC HEART LATTICE CHARGER SMALL,115.05000000000001,99.78801938200344,C - Low
3 PINK HEN+CHICKS IN BASKET,114.86,99.78859868822155,C - Low
FRENCH STYLE STORAGE JAR JAM,114.85,99.78917794400382,C - Low
LITTLE PINK MONSTER SOFT TOY,114.44999999999999,99.78975518235194,C - Low
ZINC SWEETHEART SOAP DISH,114.33000000000001,99.79033181546978,C - Low
IVORY GOLD METAL BAG CHARM,114.24,99.79090799466496,C - Low
WALL ART BICYCLE SAFTEY ,114.15,99.79148371993743,C - Low
SPOTTED WHITE NATURAL SEED NECKLACE,113.76,99.79205747821163,C - Low
"NUMBER TILE COTTAGE GARDEN, 7",113.41,99.79262947123094,C - Low
"NUMBER TILE COTTAGE GARDEN, 0 ",113.40999999999998,99.79320146425023,C - Low
"NUMBER TILE COTTAGE GARDEN, 2",113.40999999999998,99.79377345726954,C - Low
"GREETING CARD,SQUARE, DOUGHNUTS",113.22,99.79434449200761,C - Low
BLACK FINE BEAD NECKLACE W TASSEL,112.78,99.79491330756812,C - Low
SET/6 GREEN SPRING PAPER CUPS,112.54,99.79548091266814,C - Low
PINK/PURPLE CIRCLE CURTAIN,112.32000000000001,99.79604740817936,C - Low
SQUARE METAL CANDLEHOLDER BASE,112.05,99.79661254192253,C - Low
YELLOW FELT HANGING HEART W FLOWER,112.03999999999999,99.79717762522984,C - Low
CD WALL TIDY RED FLOWERS,111.57000000000001,99.79774033805202,C - Low
FOLKART CHRISTMAS TREE T-LIGHT HOLD,111.34,99.79830189084956,C - Low
ASSORTED COLOUR JUMBO PEN,111.22,99.79886283841685,C - Low
"NUMBER TILE COTTAGE GARDEN, 5",111.14999999999999,99.79942343293315,C - Low
BLUE/PINK NEST STRIPE BOX,111.11999999999999,99.79998387614192,C - Low
PURPLE FRANGIPANI NECKLACE,110.85,99.80054295758262,C - Low
BEECH WOOD P/FRAME,109.85,99.80109699543793,C - Low
"NUMBER TILE COTTAGE GARDEN, 3 ",109.19999999999999,99.80164775496273,C - Low
"NUMBER TILE COTTAGE GARDEN, 8",109.19999999999999,99.80219851448753,C - Low
"NUMBER TILE COTTAGE GARDEN, 6",109.19999999999999,99.80274927401233,C - Low
"NUMBER TILE COTTAGE GARDEN, 4",109.19999999999999,99.80330003353713,C - Low
LION SOCK PUPPET,109.15,99.80385054088265,C - Low
PACK/12 DECOUPAGE CARD,109.13000000000001,99.80440094735647,C - Low
DROP DIAMANTE EARRINGS CRYSTAL,109.03,99.80495084947177,C - Low
RUBY GLASS CLUSTER EARRINGS,108.99,99.80550054984363,C - Low
CHERRY BLOSSOM PURSE,108.69,99.80604873713989,C - Low
 BLACK PIRATE TREASURE CHEST,108.47999999999999,99.80659586528321,C - Low
PINK FLOWERS RABBIT EASTER,108.27,99.80714193427359,C - Low
PURPLE FRANGIPANI HAIRCLIP,108.11,99.8076871962903,C - Low
PAPER LANTERN 6 POINT SNOW STAR,107.9,99.8082313991541,C - Low
S/3 FLWR FAIRY ROSE CANDLES,107.68,99.8087744924291,C - Low
PINK DAISY BAG CHARM,107.39,99.80931612306433,C - Low
FLAT GLASS  BAUBLE WHITE FLOCK ,107.13,99.80985644236739,C - Low
SET 10 CARDS DINKY TREE 17076,107.07000000000001,99.8103964590553,C - Low
SMALL PARLOUR FRAME,106.98000000000002,99.81093602182052,C - Low
DIAMANTE HAIR GRIP PACK/2 PERIDOT,106.74,99.81147437412527,C - Low
BLUE/WHITE RIBBED MELAMINE JUG,106.59,99.81201196989218,C - Low
DOORMAT KISS MY.......,106.58,99.81254951522325,C - Low
RED VICTORIAN FABRIC HEART BOX,106.49000000000001,99.81308660663164,C - Low
PINK ROSEBUD PEARL EARRINGS,106.49,99.81362369804002,C - Low
PENCIL CASE GINGHAM FOREST,106.20000000000002,99.81415932680864,C - Low
CRACKED GLAZE NECKLACE RED,105.72,99.81469253465627,C - Low
PINK CHRISTMAS FLOCK DROPLET ,105.43,99.81522427986414,C - Low
S/3 RABBIT FLOWER/EGG/CARROT ROPE,105.39999999999999,99.81575587376445,C - Low
"ACRYLIC JEWEL SNOWFLAKE,BLUE",105.24000000000001,99.81628666069109,C - Low
VANILLA INCENSE 40 CONES IN TIN,105.2,99.81681724587432,C - Low
WRAP WINTER FOREST,105.0,99.81734682234047,C - Low
PACKING CHARGE,105.0,99.81787639880663,C - Low
GREEN PENDANT TRIPLE SHELL NECKLACE,104.95,99.8184057230935,C - Low
VINTAGE ENAMEL & CRYSTAL NECKLACE,104.77000000000001,99.81893413953502,C - Low
SHOPPING BAG DOORSTOP,104.25,99.81945993331213,C - Low
SILVER WASHBAG,103.53000000000002,99.81998209570777,C - Low
MULTICOLOUR EASTER RABBIT ,103.35,99.82050335025804,C - Low
CLASSICAL ROSE TABLE LAMP,103.3,99.82102435262902,C - Low
WOODEN CHRISTMAS TREE 3 HANGING,103.06,99.82154414453952,C - Low
PINK NEW BAROQUE FLOCK CANDLESTICK,102.30000000000001,99.82206010332511,C - Low
TURQUOISE BERTIE GLASS BEAD CHARM,101.35,99.8225712707046,C - Low
PINK CLEAR GLASS CANDLE PLATE,101.28999999999999,99.82308213546894,C - Low
CREAM AND PINK FLOWERS PONY ,101.25,99.82359279848988,C - Low
BLUE HOLE PUNCH,101.25,99.82410346151082,C - Low
FRENCH ENAMEL SOAP DISH WITH LID,100.80000000000001,99.82461185491833,C - Low
CUPID SCENTED CANDLE IN GLASS,100.64999999999999,99.82511949178803,C - Low
PAINTED SEA SHELL METAL WINDCHIME,100.31,99.82562541383868,C - Low
SEAGRASS S/2 CORNER LAUNDRY ,100.15,99.82613052891568,C - Low
SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,99.82663287002073,C - Low
VINTAGE ZINC WATERING CAN SMALL,99.2,99.82713319369161,C - Low
MULTICOLOUR DOTS PLATE,99.02,99.82763260951711,C - Low
TUSCAN VILLA DOVECOTE,99.0,99.82813192447092,C - Low
TUSCAN VILLA FEEDING STATION,99.0,99.82863123942472,C - Low
"RIBBON REEL, MAKING SNOWMEN ",99.0,99.82913055437854,C - Low
BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,99.82962986933234,C - Low
VINTAGE SILVER TINSEL REEL,98.9,99.83012867992758,C - Low
DAISY HAIR COMB,98.87,99.8306273392153,C - Low
MULTICOLOUR POLKADOT PLATE,98.83,99.83112579675958,C - Low
PINK DOG CANNISTER,98.8,99.8316241029963,C - Low
"NUMBER TILE COTTAGE GARDEN, No",98.72000000000001,99.8321220057462,C - Low
WHITE ROSEBUD & PEARL NECKLACE,98.45,99.83261854672803,C - Low
CHERRY BLOSSOM PHOTO FRAME ,97.9,99.8331123137379,C - Low
BLUE SHELL+SILVER NECKLACE,97.5,99.8336040633136,C - Low
WRAP BAD HAIR DAY,97.5,99.83409581288932,C - Low
PINK VINTAGE VICTORIAN EARRINGS,97.24000000000001,99.83458625113283,C - Low
GOLD COSMETIC BAG PINK STAR,96.60000000000001,99.8350734614817,C - Low
LITTLE GREEN MONSTER SOFT TOY,96.6,99.83556067183056,C - Low
15 PINK FLUFFY CHICKS IN BOX,96.51,99.83604742825676,C - Low
LOVE POTION MASALA INCENSE,95.76,99.8365304019939,C - Low
DOOR MAT KISS MY.......,95.15,99.83701029914394,C - Low
BROWN ANTIQUE CUBE CANDLE,94.92,99.83748903626935,C - Low
GREEN POLKADOT CUP,94.35,99.83796489855109,C - Low
VIP PASSPORT COVER ,94.04,99.83843919732134,C - Low
HOME SWEEET HOME 3 PEG HANGER ,93.75,99.83891203345183,C - Low
"LETTER ""R"" BLING KEY RING",93.72999999999999,99.83938476871063,C - Low
NEW BAROQUE B'FLY NECKLACE GREEN,93.48,99.83985624307307,C - Low
GLASS BEAD HOOP NECKLACE BLACK,93.47,99.84032766699966,C - Low
"LETTER ""G"" BLING KEY RING",93.17999999999999,99.84079762828647,C - Low
FLOWER BLUE CLOCK W/SUCKER,93.1,99.84126718608647,C - Low
TRANQUILITY MASALA INCENSE,92.82,99.84173533168256,C - Low
WHITE/PINK CHICK EASTER DECORATION,92.39,99.84220130853691,C - Low
MONTANA DIAMOND CLUSTER NECKLACE,92.17999999999999,99.84266622623835,C - Low
PINK EAU DE COLOGNE BOTTLE,92.16999999999999,99.84313109350393,C - Low
GOLD JEWELERY BOX,92.00000000000001,99.84359510335999,C - Low
PINK CRYSTAL SKULL PHONE CHARM,91.89999999999999,99.84405860885751,C - Low
GREEN ENAMEL FLOWER HAIR TIE,91.46000000000001,99.84451989517747,C - Low
DROP DIAMANTE EARRINGS BLACK DIAMON,91.38000000000001,99.84498077801057,C - Low
DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,99.84544125735685,C - Low
PINK DOLLY HAIR CLIPS,91.25,99.84590148452388,C - Low
S/6 PINK EASTER DECS IN BOX,90.94999999999999,99.84636019861527,C - Low
PURPLE ENAMEL FLOWER HAIR TIE,90.9,99.84681866052739,C - Low
"LETTER ""D"" BLING KEY RING",90.82,99.8472767189527,C - Low
KNITTED RABBIT DOLL ,90.75,99.847734424327,C - Low
ROUND PURPLE CLOCK W/SUCKER,90.52,99.8481909696767,C - Low
BLACK SIL'T SQU CANDLE PLATE ,90.30000000000001,99.84864640543759,C - Low
BLACK ORANGE SQUEEZER,89.92,99.84909992463604,C - Low
ORIENTAL BLUE C/COVER ,89.59,99.8495517794513,C - Low
ORIGAMI LAVENDER INCENSE IN TUBE,89.46000000000001,99.85000297860047,C - Low
"S/4 ICON COASTER,ELVIS LIVES",89.25,99.8504531185967,C - Low
SET OF 16 VINTAGE IVORY CUTLERY,89.24,99.85090320815708,C - Low
NEW ENGLAND EGG WARMER,89.12,99.85135269248721,C - Low
WISE MAN STAR SHAPE EGG PAN,89.03999999999999,99.85180177333051,C - Low
VIP LUGGAGE TAG ,88.75,99.85224939153404,C - Low
ANT SILVER TURQUOISE BOUDICCA RING,88.5,99.85269574884124,C - Low
DIAMANTE HAIR GRIP PACK/2 RUBY,88.30999999999999,99.85314114786719,C - Low
PINK AND BLACK STRING CURTAIN,88.04999999999998,99.85358523556094,C - Low
CD WALL TIDY BLUE OFFICE,87.96000000000001,99.85402886933204,C - Low
MANHATTAN CANVAS ART PICTURE,87.8,99.85447169612945,C - Low
BLUE CRYSTAL BOOT PHONE CHARM,87.50999999999999,99.8549130602871,C - Low
GREEN WIRE GOBLET CANDLEHOLDER,87.45,99.85535412182963,C - Low
"PET MUG, BUDGIE",87.28,99.85579432596265,C - Low
"ACRYLIC BEAD CHAIN, BLUE",87.02,99.85623321876346,C - Low
CRYSTAL KEY+LOCK PHONE CHARM,86.69999999999999,99.85667049761695,C - Low
FIRE POLISHED GLASS BRACELET BLACK,86.65,99.85710752429114,C - Low
SET 10 CARDS 12 DAYS WRAP  17058,86.58000000000001,99.85754419791436,C - Low
FOUR PICTURE WHITE GLASS FRAME,86.25,99.85797920715443,C - Low
GOLD PRINT PAPER BAG,85.97,99.85841280419056,C - Low
BLACK DROP CRYSTAL NECKLACE,85.9,99.85884604817572,C - Low
ANT SILVER PURPLE BOUDICCA RING,85.55000000000001,99.85927752690601,C - Low
WOBBLING METAL CHICKEN EASTER,85.53,99.85970890476459,C - Low
GLASS BEAD HOOP NECKLACE AMETHYST,85.0,99.86013760952291,C - Low
S/6 SILVER ORNAMENETAL CANDLE,85.0,99.86056631428121,C - Low
"DOG FOOD CONTAINER , VINTAGE",85.0,99.86099501903955,C - Low
ANTIQUE OLIVE GREEN FLOWER EARRINGS,84.96000000000001,99.86142352205445,C - Low
"GREETING CARD, STICKY GORDON",84.84,99.8618514198391,C - Low
INCENSE BAZAAR CANNABIS,84.84,99.86227931762375,C - Low
SMOKEY GREY COLOUR GLASS,84.75999999999999,99.86270681192157,C - Low
BERRIES CHUNKY KNITTED THROW ,84.75,99.86313425578355,C - Low
TEATIME PENCIL W STAMP ASST,84.69,99.8635613970304,C - Low
MEDIUM PARLOUR FRAME ,84.1,99.86398556256188,C - Low
"GREETING CARD, RITA",83.97,99.86440907242724,C - Low
TURQ PENDANT TRIPLE SHELL NECKLACE,83.69,99.86483117008869,C - Low
Dotcomgiftshop Gift Voucher £100.00,83.33,99.86525145205938,C - Low
12 HANGING EGGS HAND PAINTED,83.2,99.86567107836399,C - Low
OLD DOC.RUSSEL METAL SIGN,82.94,99.86608939333641,C - Low
DIAMANTE NECKLACE PURPLE,82.81,99.86650705264272,C - Low
FLOWER BURST SILVER RING ROSE,82.74,99.86692435889803,C - Low
DROP DIAMANTE EARRINGS GREEN,82.71000000000001,99.86734151384582,C - Low
SILVER 2 STRAND NECKLACE-LEAF CHARM,82.64,99.8677583157426,C - Low
WHITE STONE/CRYSTAL EARRINGS,82.51,99.8681744619733,C - Low
RUBY GLASS CLUSTER NECKLACE,82.5,99.86859055776813,C - Low
SET 5 MINI CHOCOLATE FRIDGE MAGNETS,82.44,99.86900635094786,C - Low
PINK/YELLOW PATCH CUSHION COVER,82.34,99.86942163976903,C - Low
AMETHYST DROP EARRINGS W LONG BEADS,81.92999999999999,99.8698348607202,C - Low
"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",81.6,99.87024641728819,C - Low
WOODEN TREE CHRISTMAS SCANDISPOT,81.6,99.87065797385617,C - Low
WHITE CHRISTMAS FLOCK DROPLET ,81.56,99.87106932868073,C - Low
SET/6 BLACK ROSE T-LIGHT CANDLES,81.12,99.87147846432774,C - Low
PASTEL BLUE PHOTO ALBUM,81.1,99.87188749910302,C - Low
 ANIMAL STICKERS,80.85,99.87229527298199,C - Low
VINTAGE ROSE BEAD BRACELET BLUE,80.75,99.87270254250238,C - Low
MAGIC SLATE CIRCUS PARADE  ,80.64,99.87310925722839,C - Low
MAGIC SLATE DOLLY GIRL ,80.64,99.87351597195439,C - Low
WRAP SWEETS LIGHT PINK SMALL BOWL,80.62,99.8739225858087,C - Low
ORIGAMI OPIUM SCENT INCENSE+FLOWER,80.60000000000001,99.8743290987913,C - Low
PARTY PIZZA DISH GREEN RETROSPOT,80.50999999999999,99.87473515785122,C - Low
OOH LA LA DOGS COLLAR,80.31,99.87514020819404,C - Low
BLUE FLOCK CUSHION COVER ,80.0,99.8755436950254,C - Low
SET 36 COLOUR PENCILS DOILEY,80.0,99.87594718185674,C - Low
COLOURFUL FLOWER FRUIT BOWL,80.0,99.8763506686881,C - Low
DIAMANTE HAIR GRIP PACK/2 LT ROSE,79.86999999999999,99.87675349985336,C - Low
GOLD DIAMANTE STAR BROOCH,79.60000000000001,99.87715496925058,C - Low
AQUA BERTIE GLASS BEAD BAG CHARM,79.57,99.87755628734021,C - Low
RIO PINK STRIPE HAMMOCK,79.5,99.87795725237888,C - Low
STRAWBERRY CAKE TEAPOT,79.2,99.87835670434193,C - Low
CROCHET BEAR RED/BLUE  KEYRING,79.19999999999999,99.87875615630496,C - Low
GLASS AND PAINTED BEADS BRACELET OL,79.19,99.87915555783215,C - Low
WHITE VINTAGE CRYSTAL EARRINGS,79.14,99.87955470718008,C - Low
FIRE POLISHED GLASS BRACELET MONTAN,78.99,99.87995309999019,C - Low
BLACK VINTAGE  CRYSTAL EARRINGS,78.75,99.88035028233979,C - Low
PARTY PIZZA DISH PINK WHITE SPOT ,78.72999999999999,99.8807473638177,C - Low
PINK STAR CHRISTMAS DECORATION,78.12,99.88114136870853,C - Low
SET OF 3 RABBIT CARROTS EASTER,77.96,99.8815345666257,C - Low
"LETTER ""H"" BLING KEY RING",77.71,99.8819265036465,C - Low
CLASSIC CROME BICYCLE BELL ,77.4,99.88231687715583,C - Low
DISTRESSED CANDLE STICK WHITE,77.35,99.8827069984859,C - Low
DIAMANTE NECKLACE,77.0,99.88309535456109,C - Low
Dad's Cab Electronic Meter,76.95,99.88348345845701,C - Low
"GREETING CARD, TWO SISTERS.",76.68,99.88387020058485,C - Low
WHITE GLASS TV TRIPLE FRAME,76.6,99.88425653922587,C - Low
 NEW BAROQUE BLACK BOXES,76.5,99.88464237350837,C - Low
NECKLACE+BRACELET SET PINK DAISY,76.5,99.88502820779085,C - Low
"LETTER ""N"" BLING KEY RING",76.39999999999999,99.88541353771478,C - Low
FILIGREE DIAMANTE CHAIN,76.23,99.88579801022922,C - Low
"ACRYLIC JEWEL SNOWFLAKE, PINK",75.88000000000001,99.88618071748876,C - Low
CLASSIC DIAMANTE NECKLACE JET,75.88,99.8865634247483,C - Low
SET OF 36 SPACEBOY PAPER DOILIES,75.42,99.88694381195856,C - Low
