Description,Sold_qty,return_qyt,Return_rate
SCOTTIES DES CHILD'S APRON,300,0.0,0.0
SCOTTIES DESIGN BABY BIB,194,0.0,0.0
SCOTTIES DESIGN CHILD'S OVERALL,64,0.0,0.0
SCOTTIES DESIGN WASHBAG,408,23.0,5.637254901960785
SCOTTS ROSES TILE COASTER,54,0.0,0.0
SCULPTED ROUND IVORY CANDLE ,44,0.0,0.0
SEAGRASS S/2 CORNER LAUNDRY ,6,0.0,0.0
SEAGRASS S/3 SQU LAUNDRY BOX,12,0.0,0.0
SEASIDE FLYING DISC,1275,4.0,0.3137254901960784
SEASIDE FRISBEE ,308,0.0,0.0
SEASIDE STRIPE HAMMOCK,189,1.0,0.5291005291005291
SET 10 CARD CHRISTMAS STAMPS 16963,2,0.0,0.0
SET 10 CARD CHRISTMAS WELCOME 17112,8,0.0,0.0
SET 10 CARD KRAFT REINDEER 17084,20,0.0,0.0
SET 10 CARD PERFECT NATIVITY 17089,4,0.0,0.0
SET 10 CARD SNOWMAN 16965,5,0.0,0.0
SET 10 CARDS 12 DAYS OF XMAS 17059,4,0.0,0.0
SET 10 CARDS 12 DAYS WRAP  17058,26,0.0,0.0
SET 10 CARDS 3 WISE MEN 17107,1,0.0,0.0
SET 10 CARDS CHEERFUL ROBIN 17065,15,0.0,0.0
SET 10 CARDS CHRISTMAS BAUBLE 16954,1,0.0,0.0
SET 10 CARDS CHRISTMAS HOLLY  17259,3,0.0,0.0
SET 10 CARDS CHRISTMAS ROBIN 17095,3,0.0,0.0
SET 10 CARDS CHRISTMAS TREE 16955,5,0.0,0.0
SET 10 CARDS DAVID'S MADONNA 17074,6,0.0,0.0
SET 10 CARDS DECK THE HALLS 16960,2,0.0,0.0
SET 10 CARDS DINKY TREE 17076,43,0.0,0.0
SET 10 CARDS DRESSING UP 17077,24,0.0,0.0
SET 10 CARDS FILIGREE BAUBLE 16961,4,0.0,0.0
SET 10 CARDS HANGING BAUBLES 17080,2,1.0,50.0
SET 10 CARDS HATS & STOCKINGS 17081,8,0.0,0.0
SET 10 CARDS JINGLE BELLS 16957,8,0.0,0.0
SET 10 CARDS JINGLE BELLS 17217,8,0.0,0.0
SET 10 CARDS MAGICAL TREE 17086,4,0.0,0.0
SET 10 CARDS OUT OF ORDER 17216,11,0.0,0.0
SET 10 CARDS PERFECT POST 17090,10,0.0,0.0
SET 10 CARDS POINSETTIA 17093,4,0.0,0.0
SET 10 CARDS PRINTED GRAPHIC 17219,4,0.0,0.0
SET 10 CARDS RED RIDING HOOD 17214,40,0.0,0.0
SET 10 CARDS ROBIN WATERPUMP  17096,2,0.0,0.0
SET 10 CARDS RUDOLPHS NOSE 17097,4,0.0,0.0
SET 10 CARDS SCOTTIE DOG 17211,9,0.0,0.0
SET 10 CARDS SNOWY ROBIN 17099,1,0.0,0.0
SET 10 CARDS SNOWY SNOWDROPS  17100,8,0.0,0.0
SET 10 CARDS SWIRLY XMAS TREE 17104,2,0.0,0.0
SET 10 CARDS TRIANGLE ICONS  17220,1,0.0,0.0
SET 10 CARDS WISHING TREE 17116,9,0.0,0.0
SET 10 CARDS WORLD CHILDREN 17067,3,0.0,0.0
SET 10 CARDS XMAS CHOIR 17068,5,0.0,0.0
SET 10 CARDS XMAS GRAPHIC  17218,7,0.0,0.0
SET 10 CHRISTMAS CARDS HOHOHO 16956,9,0.0,0.0
SET 10 LIGHTS NIGHT OWL,1518,14.0,0.922266139657444
SET 10 MINI SANTA & SNOWMAN  17087,4,0.0,0.0
SET 10 MINICARDS CUTE SNOWMAN 17071,5,0.0,0.0
SET 10 NIGHT OWL LIGHTS,505,21.0,4.158415841584159
SET 10 XMAS CARDS & BADGES 17070,11,0.0,0.0
SET 12 COLOUR PENCILS DOILEY,48,0.0,0.0
SET 12 COLOUR PENCILS DOLLY GIRL ,2379,6.0,0.25220680958385877
SET 12 COLOUR PENCILS LOVE LONDON,1857,0.0,0.0
SET 12 COLOUR PENCILS SPACEBOY ,3278,16.0,0.4881025015253203
SET 12 COLOURING PENCILS DOILEY,1,0.0,0.0
SET 12 COLOURING PENCILS DOILY,2200,0.0,0.0
SET 12 KIDS  WHITE CHALK STICKS,8010,21.0,0.2621722846441948
SET 12 KIDS COLOUR  CHALK STICKS,14598,43.0,0.29456089875325386
SET 12 LAVENDER  BOTANICAL T-LIGHTS,1499,0.0,0.0
SET 12 PEAR BOTANICAL T-LIGHTS,542,0.0,0.0
SET 12 RETRO WHITE CHALK STICKS,11011,225.0,2.0434111343202255
SET 12 VINTAGE DOILY CHALK ,1312,0.0,0.0
SET 12 WILDFLOWER BOTANICAL T-LIGHT,698,6.0,0.8595988538681949
SET 2 PANTRY DESIGN TEA TOWELS,2811,24.0,0.8537886872998933
SET 2 TEA TOWELS I LOVE LONDON ,2124,208.0,9.792843691148775
SET 20 NAPKINS FAIRY CAKES DESIGN ,5167,78.0,1.5095800270950261
SET 3 JARDIN DE FEMME SCENT CANDLES,367,0.0,0.0
SET 3 PAPER VINTAGE CHICK PAPER EGG,1775,26.0,1.4647887323943662
"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1500,5.0,0.33333333333333337
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2384,18.0,0.7550335570469799
SET 3 SONG BIRD PAPER EGGS ASSORTED,1171,22.0,1.8787361229718187
SET 3 WICKER LOG BASKETS,398,0.0,0.0
SET 3 WICKER OVAL BASKETS W LIDS,482,0.0,0.0
SET 3 WICKER STORAGE BASKETS ,254,0.0,0.0
SET 36 COLOUR PENCILS DOILEY,64,0.0,0.0
SET 36 COLOUR PENCILS DOLLY GIRL,1389,16.0,1.1519078473722102
SET 36 COLOUR PENCILS LOVE LONDON,1105,0.0,0.0
SET 36 COLOUR PENCILS SPACEBOY ,1705,0.0,0.0
SET 36 COLOURING PENCILS DOILEY,1,0.0,0.0
SET 36 COLOURING PENCILS DOILY,1485,1.0,0.06734006734006734
SET 4 EASTER DECOUPAGE OVAL BOXES,14,1.0,7.142857142857142
SET 4 NURSERY DES ROUND BOXES,3049,1480.0,48.54050508363398
SET 4 PICNIC CUTLERY BLUEBERRY,82,0.0,0.0
SET 4 PICNIC CUTLERY CHERRY ,71,0.0,0.0
SET 4 PICNIC CUTLERY FONDANT,65,0.0,0.0
SET 4 VALENTINE DECOUPAGE HEART BOX,171,0.0,0.0
SET 40 HEART SHAPE PETIT FOUR CASES,4303,26.0,0.6042296072507553
SET 5 MINI CHOCOLATE FRIDGE MAGNETS,108,0.0,0.0
SET 5 MINI DOUGHNUT FRIDGE MAGNET ,372,0.0,0.0
SET 5 MINI GATEAUX  FRIDGE MAGNETS,2636,0.0,0.0
SET 6 CARDS SPARKLY REINDEER 17262,9,0.0,0.0
SET 6 FOOTBALL CELEBRATION CANDLES,2123,15.0,0.7065473386716911
SET 6 PAPER TABLE LANTERN HEARTS ,2328,28.0,1.202749140893471
SET 6 PAPER TABLE LANTERN STARS ,1932,63.0,3.260869565217391
SET 6 SCHOOL MILK BOTTLES IN CRATE,2841,8.0,0.2815909890883492
SET 7 BABUSHKA NESTING BOXES,3459,224.0,6.475860075166233
SET 72 CAKE CASES VINTAGE CHRISTMAS,672,0.0,0.0
SET 8 CANDLES VINTAGE DOILEY,122,0.0,0.0
SET 8 CANDLES VINTAGE DOILY,1060,0.0,0.0
SET OF 10 LANTERNS FAIRY LIGHT STAR,577,33.0,5.719237435008666
SET OF 10 LED DOLLY LIGHTS,2219,64.0,2.8841820639927898
SET OF 12  VINTAGE POSTCARD SET,2908,0.0,0.0
SET OF 12 FAIRY CAKE BAKING CASES,8471,32.0,0.37775941447290756
SET OF 12 FORK CANDLES,1249,1.0,0.08006405124099279
SET OF 12 LILY BOTANICAL T-LIGHTS,750,6.0,0.8
SET OF 12 MINI BUNNIES IN A BUCKET,1669,0.0,0.0
SET OF 12 MINI LOAF BAKING CASES,6134,13.0,0.21193348549070753
SET OF 12 ROSE BOTANICAL T-LIGHTS,1627,131.0,8.051628764597417
SET OF 12 T-LIGHTS VINTAGE DOILEY,61,0.0,0.0
SET OF 12 T-LIGHTS VINTAGE DOILY,929,0.0,0.0
SET OF 16 VINTAGE BLACK CUTLERY,174,0.0,0.0
SET OF 16 VINTAGE IVORY CUTLERY,6,0.0,0.0
SET OF 16 VINTAGE PISTACHIO CUTLERY,375,4.0,1.0666666666666667
SET OF 16 VINTAGE RED CUTLERY,188,1.0,0.5319148936170213
SET OF 16 VINTAGE ROSE CUTLERY,344,34.0,9.883720930232558
SET OF 16 VINTAGE SKY BLUE CUTLERY,216,0.0,0.0
SET OF 2 CERAMIC CHRISTMAS REINDEER,1447,12.0,0.82930200414651
SET OF 2 CERAMIC CHRISTMAS TREES,779,0.0,0.0
SET OF 2 CERAMIC PAINTED HEARTS ,1174,6.0,0.5110732538330494
SET OF 2 CHESTS CHOCOLAT AU LAIT,1,0.0,0.0
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1513,24.0,1.5862524785194978
SET OF 2 FANCY FONT TEA TOWELS,1095,0.0,0.0
SET OF 2 ROUND TINS CAMEMBERT ,940,6.0,0.6382978723404255
SET OF 2 ROUND TINS DUTCH CHEESE,731,6.0,0.8207934336525308
SET OF 2 TEA TOWELS APPLE AND PEARS,2847,6.0,0.21074815595363539
SET OF 2 TEA TOWELS PING MICROWAVE,298,0.0,0.0
SET OF 2 TINS JARDIN DE PROVENCE,580,4.0,0.6896551724137931
SET OF 2 TINS VINTAGE BATHROOM ,929,5.0,0.5382131324004306
SET OF 2 TRAYS HOME SWEET HOME,265,6.0,2.2641509433962264
SET OF 2 WOODEN MARKET CRATES,1101,13.0,1.1807447774750226
SET OF 20 KIDS COOKIE CUTTERS,7575,61.0,0.8052805280528054
SET OF 20 VINTAGE CHRISTMAS NAPKINS,17144,470.0,2.741483901073262
SET OF 3 BABUSHKA STACKING TINS,1102,263.0,23.865698729582576
SET OF 3 BIRD L.BLUE FEATHER,421,25.0,5.938242280285035
SET OF 3 BIRD LIGHT PINK FEATHER ,2241,2.0,0.0892458723784025
SET OF 3 BLACK FLYING DUCKS,1474,93.0,6.309362279511534
SET OF 3 BLUE STRIPE BASKET,441,1.0,0.22675736961451248
SET OF 3 BUTTERFLY COOKIE CUTTERS,10405,219.0,2.1047573282075924
SET OF 3 CAKE TINS PANTRY DESIGN ,7483,154.0,2.05799812909261
SET OF 3 CAKE TINS SKETCHBOOK,1020,0.0,0.0
SET OF 3 CASES WOODLAND DESIGN,942,23.0,2.4416135881104037
SET OF 3 CHRISTMAS BRIAR CANDLES,176,0.0,0.0
SET OF 3 COLOURED  FLYING DUCKS,3062,88.0,2.8739386022207705
SET OF 3 CONEY ISLAND OVAL BOXES,269,2.0,0.7434944237918215
SET OF 3 DANISH ROSE PLANTERS,926,0.0,0.0
SET OF 3 GOLD FLYING DUCKS,359,8.0,2.2284122562674096
SET OF 3 HANGING OWLS OLLIE BEAK,3720,77.0,2.0698924731182795
SET OF 3 HEART COOKIE CUTTERS,11637,93.0,0.7991750451147204
SET OF 3 MINI HANGING PORTRAITS,32,0.0,0.0
SET OF 3 NOTEBOOKS IN PARCEL,9380,26.0,0.2771855010660981
SET OF 3 PANTRY WOODEN SPOONS,225,0.0,0.0
SET OF 3 PINK FLYING DUCKS,121,0.0,0.0
SET OF 3 RABBIT CARROTS EASTER,85,0.0,0.0
SET OF 3 RABBIT EGG EASTER,37,12.0,32.432432432432435
SET OF 3 RED STRIPE BASKETS,324,0.0,0.0
SET OF 3 REGENCY CAKE TINS,6345,90.0,1.4184397163120568
SET OF 3 SILVER FLYING DUCKS,146,10.0,6.8493150684931505
SET OF 3 VINTAGE TEA TIME BOXES,143,3.0,2.097902097902098
SET OF 3 WICKER BASKET ROSE,71,2.0,2.8169014084507045
SET OF 3 WICKER BASKET TEA AND CAKE,27,0.0,0.0
SET OF 3 WOODEN HEART DECORATIONS,3863,47.0,1.2166709811027698
SET OF 3 WOODEN SLEIGH DECORATIONS,1963,1.0,0.05094243504839531
SET OF 3 WOODEN STOCKING DECORATION,2053,12.0,0.5845104724792985
SET OF 3 WOODEN TREE DECORATIONS,1769,15.0,0.8479366873940078
SET OF 36 DINOSAUR PAPER DOILIES,1055,2.0,0.18957345971563982
SET OF 36 DOILIES PANTRY DESIGN,2741,7.0,0.2553812477198103
SET OF 36 DOILIES SPACEBOY DESIGN ,1210,0.0,0.0
SET OF 36 DOILIES VINTAGE CHRISTMAS,444,0.0,0.0
SET OF 36 DOLLY GIRL PAPER DOILIES,45,2.0,4.444444444444445
SET OF 36 MUSHROOM PAPER DOILIES,1670,13.0,0.7784431137724551
SET OF 36 PAISLEY FLOWER DOILIES,7046,140.0,1.9869429463525403
SET OF 36 PANTRY PAPER DOILIES,67,0.0,0.0
SET OF 36 SILVER PAPER DOILIES,438,0.0,0.0
SET OF 36 SPACEBOY PAPER DOILIES,51,6.0,11.76470588235294
SET OF 36 TEATIME PAPER DOILIES,8138,70.0,0.8601622020152371
SET OF 36 VINTAGE CHRISTMAS DOILIES,38,1.0,2.631578947368421
SET OF 4 BLACK LOVEBIRD COASTERS,478,0.0,0.0
SET OF 4 CAROUSEL PLACEMATS ,159,0.0,0.0
SET OF 4 DIAMOND NAPKIN RINGS,422,1.0,0.23696682464454977
SET OF 4 DOTTY PLACEMATS ,85,0.0,0.0
SET OF 4 ENGLISH ROSE COASTERS,2477,21.0,0.8477997577714977
SET OF 4 ENGLISH ROSE PLACEMATS,1517,13.0,0.8569545154911009
SET OF 4 FAIRY CAKE PLACEMATS,547,4.0,0.7312614259597806
SET OF 4 FAIRY CAKE PLACEMATS ,722,0.0,0.0
SET OF 4 FAIRY CAKES COASTERS ,1172,2.0,0.17064846416382254
SET OF 4 GREEN CAROUSEL COASTERS,162,0.0,0.0
SET OF 4 JAM JAR MAGNETS,2701,61.0,2.258422806368012
SET OF 4 KNICK KNACK TINS  DOILEY ,6,0.0,0.0
SET OF 4 KNICK KNACK TINS DOILEY ,1819,23.0,1.2644310060472788
SET OF 4 KNICK KNACK TINS DOILY ,2352,27.0,1.1479591836734695
SET OF 4 KNICK KNACK TINS LEAF,747,14.0,1.8741633199464525
SET OF 4 KNICK KNACK TINS LEAVES ,306,3.0,0.9803921568627451
SET OF 4 KNICK KNACK TINS LONDON ,1849,16.0,0.8653326122228232
SET OF 4 KNICK KNACK TINS POPPIES,842,28.0,3.32541567695962
SET OF 4 NAPKIN CHARM CUTLERY,18,0.0,0.0
SET OF 4 NAPKIN CHARMS 3 KEYS ,357,0.0,0.0
SET OF 4 NAPKIN CHARMS CROWNS ,405,1.0,0.24691358024691357
SET OF 4 NAPKIN CHARMS CUTLERY,1999,24.0,1.2006003001500751
SET OF 4 NAPKIN CHARMS HEARTS,1651,6.0,0.36341611144760755
SET OF 4 NAPKIN CHARMS INSTRUMENT,288,0.0,0.0
SET OF 4 NAPKIN CHARMS INSTUMENT   ,12,0.0,0.0
SET OF 4 NAPKIN CHARMS LEAVES   ,464,0.0,0.0
SET OF 4 NAPKIN CHARMS STARS   ,989,0.0,0.0
SET OF 4 NEW ENGLAND COASTERS ,1099,2.0,0.18198362147406735
SET OF 4 NEW ENGLAND PLACEMATS,2749,0.0,0.0
SET OF 4 PANTRY JELLY MOULDS,12649,68.0,0.5375919044983793
SET OF 4 PASTEL STACKING MUGS,14,2.0,14.285714285714285
SET OF 4 PISTACHIO LOVEBIRD COASTER,516,24.0,4.651162790697675
SET OF 4 POLKADOT COASTERS,198,0.0,0.0
SET OF 4 POLKADOT PLACEMATS ,200,0.0,0.0
SET OF 4 POLKADOTS COASTERS,132,0.0,0.0
SET OF 4 ROSE BOTANICAL CANDLES,960,6.0,0.625
SET OF 4 SANTA PLACE SETTINGS,1202,48.0,3.9933444259567388
SET OF 5 LUCKY CAT MAGNETS ,2633,60.0,2.278769464489176
SET OF 5 MINI GROCERY MAGNETS,1665,24.0,1.4414414414414414
SET OF 5 PANCAKE DAY MAGNETS,2293,25.0,1.0902747492368077
SET OF 6 3D KIT CARDS FOR KIDS,2848,30.0,1.053370786516854
SET OF 6 CAKE CHOPSTICKS,2293,0.0,0.0
SET OF 6 DOTS CHOPSTICKS,211,181.0,85.78199052132702
SET OF 6 EASTER RAINBOW CHICKS,12,0.0,0.0
SET OF 6 FUNKY BEAKERS,932,1.0,0.1072961373390558
SET OF 6 GIRLS CELEBRATION CANDLES,2325,14.0,0.6021505376344086
SET OF 6 HALLOWEEN GHOST T-LIGHTS,1244,36.0,2.8938906752411575
SET OF 6 HEART CHOPSTICKS,1675,0.0,0.0
SET OF 6 HERB TINS SKETCHBOOK,1164,2.0,0.1718213058419244
SET OF 6 ICE CREAM SKITTLES,241,0.0,0.0
SET OF 6 KASHMIR FOLKART BAUBLES,1135,93.0,8.193832599118943
SET OF 6 NATIVITY MAGNETS ,2557,240.0,9.3859992178334
SET OF 6 RIBBONS COUNTRY STYLE,172,0.0,0.0
SET OF 6 RIBBONS PARTY,170,0.0,0.0
SET OF 6 RIBBONS PERFECTLY PRETTY  ,251,0.0,0.0
SET OF 6 RIBBONS VINTAGE CHRISTMAS,9772,30.0,0.30699959066721244
SET OF 6 SNACK LOAF BAKING CASES,4392,13.0,0.2959927140255009
SET OF 6 SOLDIER SKITTLES,3992,10.0,0.250501002004008
SET OF 6 SPICE TINS PANTRY DESIGN,5972,36.0,0.6028131279303416
SET OF 6 STRAWBERRY CHOPSTICKS,2598,6.0,0.23094688221709006
SET OF 6 T-LIGHTS CACTI ,1021,1.0,0.0979431929480901
SET OF 6 T-LIGHTS EASTER CHICKS,420,18.0,4.285714285714286
SET OF 6 T-LIGHTS SANTA,2568,48.0,1.8691588785046727
SET OF 6 T-LIGHTS SNOWMEN,2199,64.0,2.910413824465666
SET OF 6 T-LIGHTS TOADSTOOLS,1375,19.0,1.3818181818181818
SET OF 6 T-LIGHTS WEDDING CAKE ,430,52.0,12.093023255813954
SET OF 6 TEA TIME BAKING CASES,4979,27.0,0.5422775657762603
SET OF 6 VINTAGE NOTELETS KIT,1679,7.0,0.4169148302561048
SET OF 60 I LOVE LONDON CAKE CASES ,8275,64.0,0.7734138972809668
SET OF 60 PANTRY DESIGN CAKE CASES ,12049,88.0,0.730351066478546
SET OF 60 VINTAGE LEAF CAKE CASES ,6139,0.0,0.0
SET OF 72 BLACK PAPER DOILIES ,129,0.0,0.0
SET OF 72 GREEN PAPER DOILIES,654,5.0,0.764525993883792
SET OF 72 IVORY PAPER DOILIES,2006,1.0,0.049850448654037885
SET OF 72 PINK HEART PAPER DOILIES,8305,64.0,0.7706201083684527
SET OF 72 RETRO SPOT PAPER  DOILIES,7671,7.0,0.09125277017338027
SET OF 72 RETROSPOT PAPER  DOILIES,7447,144.0,1.9336645629112394
SET OF 72 SKULL PAPER  DOILIES,2405,12.0,0.498960498960499
SET OF 9 BLACK SKULL BALLOONS,6514,16.0,0.24562480810561868
SET OF 9 HEART SHAPED BALLOONS,4915,139.0,2.8280773143438456
SET OF MEADOW  FLOWER STICKERS,168,0.0,0.0
SET OF PICTURE FRAME  STICKERS,332,0.0,0.0
SET OF RED SALAD SERVERS ,422,0.0,0.0
SET OF SALT AND PEPPER TOADSTOOLS,3123,116.0,3.714377201408902
SET OF SIX SILVER+RED FLOCK BAUBLES,2,0.0,0.0
SET OF SKULL WALL STICKERS,402,0.0,0.0
SET OF TEA COFFEE SUGAR TINS PANTRY,4800,117.0,2.4375
SET OF THREE 50'S GIFT WRAPS ,637,28.0,4.395604395604396
SET OF THREE VINTAGE GIFT WRAPS,2878,51.0,1.7720639332870047
SET/10 BLUE POLKADOT PARTY CANDLES,5128,49.0,0.9555382215288611
SET/10 BLUE SPOTTY PARTY CANDLES,4901,0.0,0.0
SET/10 IVORY POLKADOT PARTY CANDLES,1490,48.0,3.2214765100671143
SET/10 IVORY SPOTTY PARTY CANDLES,1261,0.0,0.0
SET/10 PINK POLKADOT PARTY CANDLES,6543,73.0,1.1156961638392173
SET/10 PINK SPOTTY PARTY CANDLES,5666,0.0,0.0
SET/10 RED POLKADOT PARTY CANDLES,8654,96.0,1.1093136122024498
SET/10 RED SPOTTY PARTY CANDLES,6561,74.0,1.1278768480414572
SET/12 FUNKY FELT FLOWER PEG IN BAG,420,0.0,0.0
SET/12 TAPER CANDLES,1244,22.0,1.7684887459807075
SET/12 ZINC CHRISTMAS DECORATIONS,94,0.0,0.0
SET/16 WHITE SHINY & MATT BAUBLES,83,0.0,0.0
SET/2 BLUE  NOODLE BASKETS,61,2.0,3.278688524590164
SET/2 CHRISTMAS DECOUPAGE CANDLES,40,0.0,0.0
SET/2 RED RETROSPOT TEA TOWELS ,3335,205.0,6.146926536731634
SET/2 RED SPOTTY TEA TOWELS ,2659,2.0,0.07521624670928921
SET/2 SPOTTY + ROSE TEA TOWELS ,1,0.0,0.0
SET/2 TEA TOWELS MODERN VINTAGE,1,0.0,0.0
SET/20 COLLAGE PAPER NAPKIN ,843,1.0,0.11862396204033215
SET/20 FRUIT SALAD PAPER NAPKINS ,7183,3074.0,42.795489349853824
SET/20 POSIES PAPER NAPKINS,4,0.0,0.0
SET/20 RED RETROSPOT PAPER NAPKINS ,15388,22.0,0.14296854691967767
SET/20 RED SPOTTY PAPER NAPKINS ,15688,631.0,4.0221825599184085
SET/20 STRAWBERRY PAPER NAPKINS ,7211,2.0,0.02773540424351685
SET/20 WOODLAND PAPER NAPKINS ,2790,0.0,0.0
SET/3 CHRISTMAS BRIAR CANDLES,90,2.0,2.2222222222222223
SET/3 CHRISTMAS DECOUPAGE CANDLES,1344,24.0,1.7857142857142856
SET/3 COLOUR PAINTED KASHMIRI STOOL,3,0.0,0.0
SET/3 DECOUPAGE STACKING TINS,702,13.0,1.8518518518518516
SET/3 FLORAL GARDEN TOOLS IN BAG,344,19.0,5.523255813953488
SET/3 OCEAN SCENT CANDLE JEWEL BOX,1085,28.0,2.5806451612903225
SET/3 POLKA DOT STACKING TINS,264,25.0,9.469696969696969
SET/3 POLKADOT STACKING TINS,113,7.0,6.1946902654867255
SET/3 POT PLANT CANDLES,197,20.0,10.152284263959391
SET/3 RABBITS FLOWER SKIPPPING ROPE,291,0.0,0.0
SET/3 RED GINGHAM ROSE STORAGE BOX,4621,62.0,1.3417009305345162
SET/3 ROSE CANDLE IN JEWELLED BOX,933,17.0,1.822079314040729
SET/3 RUSSIAN DOLL STACKING TINS,1984,42.0,2.1169354838709675
SET/3 TALL GLASS CANDLE HOLDER PINK,102,21.0,20.588235294117645
SET/3 VANILLA SCENTED CANDLE IN BOX,2043,146.0,7.146353401860011
SET/4 2 TONE EGG SHAPE MIXING BOWLS,63,0.0,0.0
SET/4 BADGES BALLOON GIRL,1013,10.0,0.9871668311944718
SET/4 BADGES BEETLES,621,0.0,0.0
SET/4 BADGES CUTE CREATURES,535,0.0,0.0
SET/4 BADGES DOGS,659,0.0,0.0
SET/4 BADGES WOODLAND ANIMAL,492,0.0,0.0
SET/4 BIRD MIRROR MAGNETS ,701,27.0,3.851640513552068
SET/4 BLACK  BAROQUE FLOCK COASTER,20,0.0,0.0
SET/4 BLUE FLOWER CANDLES IN BOWL,2458,65.0,2.644426362896664
SET/4 BUTTERFLY MIRROR MAGNETS,749,1.0,0.13351134846461948
SET/4 COLOURFUL MIXING BOWLS,116,0.0,0.0
SET/4 DAISY MIRROR MAGNETS,681,19.0,2.7900146842878124
SET/4 GARDEN ROSE DINNER CANDLE,28,0.0,0.0
SET/4 MODERN VINTAGE COTTON NAPKINS,166,2.0,1.2048192771084338
SET/4 PINK ORCHID CANDLES IN BOWL,1853,14.0,0.7555315704263357
SET/4 RED MINI ROSE CANDLE IN BOWL,1512,3.0,0.1984126984126984
SET/4 SCENTED CANDLES IN RAMEKINS,457,0.0,0.0
SET/4 SKULL BADGES,2171,22.0,1.0133578995854444
SET/4 SPRING FLOWER DECORATION,1238,8.0,0.6462035541195477
SET/4 WHITE RETRO STORAGE CUBES ,1128,147.0,13.031914893617023
SET/5 BLUE SPOTTY LID GLASS BOWLS,314,0.0,0.0
SET/5 RED RETROSPOT LID GLASS BOWLS,7964,116.0,1.4565544952285283
SET/5 RED SPOTTY LID GLASS BOWLS,10706,284.0,2.6527181019988793
SET/6  ANGEL T-LIGHTS WHITE/GOLD,687,0.0,0.0
SET/6 3D KIT CARDS FOR KIDS,592,0.0,0.0
SET/6 BEAD COASTERS GAUZE BAG GOLD,713,0.0,0.0
SET/6 BLACK BIRD T-LIGHT CANDLES,283,8.0,2.8268551236749118
SET/6 BLACK GLITTER REINDEER CANDLE,5,0.0,0.0
SET/6 BLACK ROSE T-LIGHT CANDLES,48,0.0,0.0
SET/6 BLACK SNOWFLAKE T-LIGHTS ,402,0.0,0.0
SET/6 CHRISTMAS ICICLE T-LIGHTS,36,0.0,0.0
SET/6 COLLAGE PAPER CUPS,2929,24.0,0.8193922840559917
SET/6 COLLAGE PAPER PLATES,3107,36.0,1.1586739620212423
SET/6 EAU DE NIL BIRD T-LIGHTS,543,1.0,0.1841620626151013
SET/6 FROG PRINCE T-LIGHT CANDLES,1018,5.0,0.4911591355599214
SET/6 FRUIT SALAD  PAPER PLATES,15919,7008.0,44.02286575789937
SET/6 FRUIT SALAD PAPER CUPS,16615,7140.0,42.973216972615106
SET/6 GARDEN GNOME T-LIGHT CANDLES,118,36.0,30.508474576271187
SET/6 GINGERBREAD STAR T-LIGHTS,381,1.0,0.26246719160104987
SET/6 GINGERBREAD TREE T-LIGHTS,6,1.0,16.666666666666664
SET/6 GOLD REINDEER T-LIGHT CANDLES,236,3.0,1.2711864406779663
SET/6 GREEN SPRING  PAPER PLATE,32,0.0,0.0
SET/6 GREEN SPRING PAPER CUPS,323,0.0,0.0
SET/6 IVORY BIRD T-LIGHT CANDLES,848,32.0,3.7735849056603774
SET/6 PINK  BUTTERFLY T-LIGHTS,5785,127.0,2.19533275713051
SET/6 PINK BIRD T-LIGHT CANDLES,723,7.0,0.9681881051175657
SET/6 POSIES PAPER CUPS,260,0.0,0.0
SET/6 POSIES PAPER PLATES,295,0.0,0.0
SET/6 PURPLE BUTTERFLY T-LIGHTS,2194,12.0,0.5469462169553327
SET/6 RED SPOTTY PAPER CUPS,16658,792.0,4.754472325609317
SET/6 RED SPOTTY PAPER PLATES,19633,762.0,3.881220394234197
SET/6 SILVER REINDEER T-LIGHTS,258,1.0,0.3875968992248062
SET/6 STRAWBERRY PAPER CUPS,13290,120.0,0.9029345372460496
SET/6 STRAWBERRY PAPER PLATES,12846,24.0,0.18682858477347034
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3765,34.0,0.9030544488711819
SET/6 WOODLAND PAPER CUPS,13731,0.0,0.0
SET/6 WOODLAND PAPER PLATES,13700,0.0,0.0
SET/9 CHRISTMAS T-LIGHTS SCENTED ,737,0.0,0.0
SET3 BOOK BOX GREEN GINGHAM FLOWER ,2883,42.0,1.45681581685744
SEWING BOX RETROSPOT DESIGN ,387,19.0,4.909560723514212
SEWING SUSAN 21 NEEDLE SET,2748,16.0,0.5822416302765648
SHAKER THROW  QUILTED,52,1.0,1.9230769230769231
SHELF WITH 4 HOOKS HOME SWEET HOME,461,2.0,0.43383947939262474
SHOE SHINE BOX ,290,7.0,2.413793103448276
SHOPPING BAG DOORSTOP,69,0.0,0.0
"SILICON CUBE 25W, BLUE",11,0.0,0.0
SILICON STAR BULB  BLUE,29,0.0,0.0
SILK PURSE BABUSHKA BLUE,459,8.0,1.7429193899782136
SILK PURSE BABUSHKA PINK,863,12.0,1.3904982618771726
SILK PURSE BABUSHKA RED,734,8.0,1.08991825613079
SILK PURSE RUSSIAN DOLL BLUE,375,3.0,0.8
SILK PURSE RUSSIAN DOLL PINK,460,0.0,0.0
SILK PURSE RUSSIAN DOLL RED,605,0.0,0.0
